施策名,配布部数,総費用（税抜）,印刷費（税抜）,配布費（税抜）,配布開始日,デザイン,デザインリンク,クーポン,合計注文件数,初回購入人数（配布開始から90日以内／配達完了のみ）,2回目購入人数,合計利用クーポン額,合計購入単価,初回購入人数（配布開始から90日以内／キャンセル含む）,グロス費用,CPA
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CYZL59,32,20,6,"32,400","65,930",21,"123,750","5,893"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VWTF49,26,13,7,"24,700","55,120",13,"78,375","6,029"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WLRG25,28,16,7,"27,592","58,398",17,"103,125","6,066"
2024.1月大規模ポスティング①,"25,000","165,000","47,500","117,500",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DZFT36,62,34,10,"60,400","119,948",34,"206,250","6,066"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CYRZ47,9,7,1,"9,800","21,200",8,"49,500","6,188"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_BDXS48,16,10,3,"16,200","39,560",12,"74,250","6,188"
2024.1月大規模ポスティング①,"4,500","29,700","8,550","21,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WHVS95,7,5,1,"7,400","11,972",6,"37,125","6,188"
2024.1月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VUWB95,5,4,1,"5,500","10,285",4,"24,750","6,188"
2024.1月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EZGT58,26,18,4,"27,200","54,139",18,"111,375","6,188"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KYTM76,31,14,7,"28,700","84,126",14,"86,625","6,188"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_APRL93,25,14,6,"24,500","51,575",14,"86,625","6,188"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DCPN98,1,1,0,"1,200","1,500",2,"12,375","6,188"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DEQC48,35,19,8,"34,000","84,047",21,"132,000","6,286"
2024.1月大規模ポスティング①,"33,000","217,800","62,700","155,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KRST83,80,43,18,"77,500","154,812",43,"272,250","6,331"
2024.1月大規模ポスティング①,"21,500","141,900","40,850","101,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YFDB25,48,27,9,"47,100","105,090",28,"177,375","6,335"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PBZV59,16,9,4,"15,700","32,990",9,"57,750","6,417"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WBNA47,45,23,11,"42,500","93,343",24,"156,750","6,531"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TKLF95,20,10,6,"19,000","46,141",10,"66,000","6,600"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HCPS73,38,20,8,"36,600","75,524",20,"132,000","6,600"
2024.1月大規模ポスティング①,"2,500","16,500","4,750","11,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_KGNS73,4,3,1,"4,300","11,228",3,"20,625","6,875"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YUSW46,17,9,3,"16,400","34,112",10,"70,125","7,013"
2024.1月大規模ポスティング①,"3,500","23,100","6,650","16,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QKUX79,7,4,2,"6,900","14,920",4,"28,875","7,219"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QXYF47,7,7,0,"8,400","16,708",8,"57,750","7,219"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_CNPS98,17,14,2,"18,900","33,710",14,"103,125","7,366"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YKUZ84,17,10,5,"16,900","41,003",10,"74,250","7,425"
2024.1月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NBEQ69,20,15,4,"21,500","41,580",15,"111,375","7,425"
2024.1月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WSUJ83,20,12,4,"19,300","50,566",15,"111,375","7,425"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NMPQ24,23,14,5,"23,100","53,527",16,"119,625","7,477"
2024.1月大規模ポスティング①,"30,000","198,000","57,000","141,000",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_BFVU46,61,31,14,"58,200","117,063",33,"247,500","7,500"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NYQX39,16,11,2,"16,700","34,200",12,"90,750","7,563"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_AEFQ78,13,6,4,"12,100","28,320",6,"45,375","7,563"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NKUW69,21,16,2,"22,700","43,185",18,"136,125","7,563"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_MQYS58,23,13,7,"22,600","50,378",13,"99,000","7,615"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_BQWJ24,16,13,3,"17,700","33,931",13,"99,000","7,615"
2024.1月大規模ポスティング①,"24,000","158,400","45,600","112,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CHRS79,45,26,10,"44,500","89,029",26,"198,000","7,615"
2024.1月大規模ポスティング①,"34,500","227,700","65,550","162,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TUPR39,71,36,15,"67,700","149,314",37,"284,625","7,693"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PJVM46,27,15,7,"26,400","69,510",15,"115,500","7,700"
2024.1月大規模ポスティング①,"7,500","49,500","14,250","35,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RHVA67,15,8,3,"14,500","29,040",8,"61,875","7,734"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YPRL93,21,15,2,"22,200","42,128",17,"132,000","7,765"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_FSTC84,18,10,4,"17,600","44,090",10,"78,375","7,838"
2024.1月大規模ポスティング①,"24,000","158,400","45,600","112,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RAMT48,41,24,8,"40,700","89,332",25,"198,000","7,920"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WPQS63,23,14,3,"23,100","42,600",14,"115,500","8,250"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HZXU97,16,9,4,"15,700","35,035",11,"90,750","8,250"
2024.1月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NGSF46,14,10,3,"14,800","33,900",10,"82,500","8,250"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ZDRG82,21,13,5,"21,200","43,010",14,"119,625","8,545"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TUQF39,18,10,2,"17,600","33,424",10,"86,625","8,663"
2024.1月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RVNL24,30,15,6,"28,500","57,635",17,"148,500","8,735"
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DWVA94,24,19,2,"26,300","48,311",19,"169,125","8,901"
2024.1月大規模ポスティング①,"6,500","42,900","12,350","30,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TEQP84,8,6,2,"8,600","15,480",6,"53,625","8,938"
2024.1月大規模ポスティング①,"26,000","171,600","49,400","122,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UVJL54,31,23,6,"33,200","75,722",24,"214,500","8,938"
2024.1月大規模ポスティング①,"33,000","217,800","62,700","155,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_JEXA46,63,29,14,"58,600","126,749",30,"272,250","9,075"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MBDY43,11,4,3,"9,700","19,630",5,"45,375","9,075"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XLRN38,12,7,2,"11,900","32,869",7,"66,000","9,429"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RQCS85,16,10,3,"16,200","39,564",10,"94,875","9,488"
2024.1月大規模ポスティング①,"3,500","23,100","6,650","16,450",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_ATWG37,5,3,1,"5,000","12,100",3,"28,875","9,625"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TJZF76,28,11,6,"25,100","50,680",11,"107,250","9,750"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HNEB98,24,13,5,"23,300","48,590",13,"127,875","9,837"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QMYR87,12,8,2,"12,400","26,061",10,"99,000","9,900"
2024.1月大規模ポスティング①,"2,500","16,500","4,750","11,750",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_BHME73,5,2,2,"4,500","8,700",2,"20,625","10,313"
2024.1月大規模ポスティング①,"27,500","181,500","52,250","129,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RFHS35,37,21,6,"36,400","87,101",22,"226,875","10,313"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HGNQ25,4,3,1,"4,300","7,160",4,"41,250","10,313"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_VTQX28,13,8,2,"13,100","30,057",9,"94,875","10,542"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MWPD67,12,7,2,"11,900","21,880",7,"74,250","10,607"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_GLBQ46,19,12,4,"19,300","36,537",12,"127,875","10,656"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EZMP35,28,17,4,"28,100","57,286",17,"181,500","10,676"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_TNQU43,27,10,6,"23,870","49,382",10,"107,250","10,725"
2024.1月大規模ポスティング①,"23,500","155,100","44,650","110,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZUKJ97,30,18,8,"30,000","57,473",18,"193,875","10,771"
2024.1月大規模ポスティング①,"21,000","138,600","39,900","98,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WQLM47,25,16,4,"25,500","50,835",16,"173,250","10,828"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ZUQP83,13,7,4,"12,600","24,411",8,"86,625","10,828"
2024.1月大規模ポスティング①,"27,000","178,200","51,300","126,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PLHK57,24,20,4,"26,100","58,350",20,"222,750","11,138"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TKEF93,12,4,3,"10,400","19,975",4,"45,375","11,344"
2024.1月大規模ポスティング①,"21,000","138,600","39,900","98,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HDFW35,25,15,5,"25,000","52,355",15,"173,250","11,550"
2024.1月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WUHS58,6,6,0,"7,200","17,670",7,"82,500","11,786"
2024.1月大規模ポスティング①,"24,500","161,700","46,550","115,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_FQBM35,37,17,7,"34,400","77,906",17,"202,125","11,890"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_AVGY82,15,11,1,"16,000","30,486",11,"132,000","12,000"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_SDJM69,24,13,5,"23,300","46,049",13,"156,750","12,058"
2024.1月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZEBN59,2,2,0,"2,400","4,390",2,"24,750","12,375"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DTCF39,1,1,0,"1,200","1,660",1,"12,375","12,375"
2024.1月大規模ポスティング①,"7,500","49,500","14,250","35,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_FXPL23,15,5,3,"13,000","34,140",5,"61,875","12,375"
2024.1月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EYLQ49,2,2,0,"2,400","3,000",2,"24,750","12,375"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MTWS38,3,1,1,"2,600","9,030",1,"12,375","12,375"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KQET89,10,5,2,"9,500","21,810",8,"103,125","12,891"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JBCF64,22,12,3,"21,400","45,271",12,"156,750","13,063"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VQJP85,19,9,4,"17,800","37,630",9,"119,625","13,292"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NDXU75,4,3,1,"4,300","6,890",3,"41,250","13,750"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XEDY42,3,3,0,"3,600","8,680",3,"41,250","13,750"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_QTHP67,14,10,1,"14,800","30,820",10,"140,250","14,025"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WYUN75,11,7,2,"11,200","24,160",8,"119,625","14,953"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YNTP94,2,2,0,"2,400","6,210",3,"45,375","15,125"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PAUV52,7,6,1,"7,900","14,333",6,"90,750","15,125"
2024.1月大規模ポスティング①,"19,500","128,700","37,050","91,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_LXBD82,14,10,2,"14,800","30,210",10,"160,875","16,088"
2024.1月大規模ポスティング①,"21,500","141,900","40,850","101,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XYCM96,21,11,5,"20,200","35,420",11,"177,375","16,125"
2024.1月大規模ポスティング①,"2,000","13,200","3,800","9,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RJCB63,1,1,0,"1,200","1,510",1,"16,500","16,500"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_AWYK36,5,4,1,"5,500","8,390",4,"66,000","16,500"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_GATN94,4,3,1,"4,300","7,270",4,"66,000","16,500"
2024.1月大規模ポスティング①,"2,000","13,200","3,800","9,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_AWZY87,1,1,0,"1,200","1,690",1,"16,500","16,500"
2024.1月大規模ポスティング①,"4,000","26,400","7,600","18,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MCYA93,1,1,0,"1,200","2,830",2,"33,000","16,500"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UXEW75,17,8,4,"15,900","34,917",8,"136,125","17,016"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_LEAY52,13,6,5,"12,100","33,350",7,"119,625","17,089"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MZWY72,5,3,1,"5,000","11,997",4,"70,125","17,531"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LEJC68,5,2,1,"4,500","8,410",4,"70,125","17,531"
2024.1月大規模ポスティング①,"43,000","283,800","81,700","202,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MCJH57,22,16,3,"23,400","46,647",20,"354,750","17,738"
2024.1月大規模ポスティング①,"4,500","29,700","8,550","21,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YJEG57,3,2,1,"3,100","4,920",2,"37,125","18,563"
2024.1月大規模ポスティング①,"25,000","165,000","47,500","117,500",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_JTSL26,10,9,1,"11,500","22,267",11,"206,250","18,750"
