施策名,配布部数,総費用（税抜）,印刷費（税抜）,配布費（税抜）,配布開始日,デザイン,デザインリンク,クーポン,合計注文件数,初回購入人数（配布開始から90日以内／配達完了のみ）,2回目購入人数,合計利用クーポン額,合計購入単価,初回購入人数（配布開始から90日以内／キャンセル含む）,グロス費用,CPA
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_DPAH25,5,5,0,"6,000","12,556",5,"94,875","18,975"
2024.1月大規模ポスティング①,"32,000","211,200","60,800","150,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CFWQ38,27,13,7,"25,400","55,425",13,"264,000","20,308"
2024.1月大規模ポスティング①,"7,500","49,500","14,250","35,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MJUP68,3,3,0,"3,600","4,880",3,"61,875","20,625"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JGVF65,1,1,0,"1,200","1,850",2,"45,375","22,688"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WZCQ52,3,3,0,"3,600","5,330",3,"70,125","23,375"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PXMT85,6,4,2,"6,200","10,631",4,"99,000","24,750"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_EBWC87,2,2,0,"2,400","8,600",2,"49,500","24,750"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HGAF43,10,4,3,"9,000","20,610",4,"99,000","24,750"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_FGBC76,8,6,2,"8,600","13,740",6,"156,750","26,125"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_ZSKF86,8,4,1,"7,600","14,560",5,"136,125","27,225"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HZSB82,7,5,1,"7,400","12,500",5,"140,250","28,050"
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DTJV35,10,6,3,"10,000","28,230",6,"169,125","28,188"
2024.1月大規模ポスティング①,"4,000","26,400","7,600","18,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HEYQ68,1,1,0,"1,200","1,680",1,"33,000","33,000"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LZWG52,7,3,2,"5,900","22,120",3,"103,125","34,375"
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LJKD28,12,4,2,"10,400","23,777",4,"144,375","36,094"
2024.1月大規模ポスティング①,"23,000","151,800","43,700","108,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_TVCB94,7,5,1,"7,400","16,780",5,"189,750","37,950"
2024.1月大規模ポスティング①,"24,500","161,700","46,550","115,150",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CKUM69,9,4,2,"8,300","16,970",5,"202,125","40,425"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_EJTY25,2,2,0,"2,400","9,670",2,"86,625","43,313"
2024.1月大規模ポスティング①,"7,500","49,500","14,250","35,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YZNG89,1,1,0,"1,200","1,530",1,"61,875","61,875"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LURY96,1,1,0,"1,200","1,500",1,"86,625","86,625"
2024.1月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DJXT96,2,1,1,"1,900","3,690",1,"111,375","111,375"
2024.1月大規模ポスティング①,"2,500","16,500","4,750","11,750",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RGPA87,,,,,,,"20,625",
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MCYU78,,,,,,,"127,875",
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DVAF96,,,,,,,"86,625",
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_UCDA27,,,,,,,"144,375",
